length, mark, action, count, code, tree
  0.503,113,buy,847,5F6]2YR7#2,Olive
  1.155,157,buy,913,[X9]9LV9#2,Lime
  1.162,199,buy,823,[O9]0ZE6#2,Acer
  2.656,41,buy,921,%[Z0]1LN5#9,Rowan
  3.272,129,buy,318,[V9]8KJ2#9,Acacia
  1.914,164,buy,798,LN6]2EI6#8,Rowan
  0.324,152,buy,868,[Y8]4AT4#8,Pear
  1.815,141,buy,943,K[L5]7OA3#3,Larch
  1.590,187,buy,788,[F7]2QT8#2,Rowan
  0.968,153,buy,699,[K8]3HH2#2,Lemon
  5.255,41,buy,846,[V6]9HC8#4,Lime
  1.190,150,buy,818,[J2]0ES3#4,Balsa
  1.748,104,sell,845,[K4]8CO3#6,Walnut
  4.719,33,buy,743,[E8]7FY7#6,Ebony
  0.644,160,buy,238,[D0]1JT2#9,Rowan
  0.695,139,buy,30,[X5]8ZA2#4,Pear
  3.214,184,buy,978,7H4]7AF1#1,Spruce
  2.168,78,buy,950,[G4]3HX1#0,Fir
  1.967,106,sell,783,[P4]3FX3#7,Pear
  0.852,132,sell,819,[K8]3MD8i5,Cherry
  1.131,61,buy,810,[Q8]8EA2#5,Apple
  0.570,181,buy,962,[E4]7CT5#2,Hazel
  0.656,37,buy,774,[Y6]8DB0#0,Pear
  2.133,44,buy,794,[X9]4GJ0#0,Birch
  7.844,133,buy,895,[U3]6WJ3#2,Walnut
  1.900,73,buy,930,[S1]6DR2#3,Chestnut
  1.365,69,buy,975,[E0]2ZQ4#2,Rowan
  7.823,117,buy,800,[Q5]2JV0#5,Elm
  2.005,143,buy,866,[O2]83K7#9,Walnut
  1.488,164,buy,348,[U5]4TY5#0,Pear
  1.772,47,sell,993,[C8]1VT3#2,Olive
  2.764,168,buy,971,[T6]7UZ2#8,Olive
  6.535,22,buy,644,[R5]6CA2#0,Beech
  0.294,112,buy,976,[U3]0DR4#9,Hornbeam
  0.869,142,buy,188,[T8]8QQ3#3,Yew
  0.879,112,sell,921,[I4]0WL4#8,Walnut
  0.667,171,buy,121,[A6]2WO0#3,Birch
  1.526,27,buy,832,[P3]2XS1#1,Ebony
  2.038,159,buy,754,cN0]4XJ1#4,Larch
  0.524,181,sell,295,[S7]5NM0#7,Rowan
  0.807,131,buy,525,[M3]8EO4#6,Acer
  0.549,92,buy,743,[R7]0LH2#0,Linden
  0.511,88,sell,847,[E1]3GC7#6,Ebony
  0.669,23,buy,818,[Q6]7MW3#8,Holly
  4.027,155,buy,803,[E3]AZ5#2,Hornbeam
  0.663,194,buy,771,[A5]8HO5#0,Fir
  0.647,80,sell,919,[V9]2NB8#6,Hornbeam
  0.999,55,buy,456,[Q8]3TZ1#4,Larch
  2.809,188,buy,695,[S7]7MJ2#6,Ebony
  4.865,185,buy,123,[X1]3PX4#3,Walnut
  2.050,177,buy,389,[D0]0MM4#6,Cherry
  1.541,65,buy,618,[X0]5OX5#0,Acacia
  2.156,62,buy,935,[X4]7GW4#1,Acacia
  0.422,27,buy,904,[K1]0PS5#2,Hazel
  1.444,11,buy,892,[TA]1IJ2#0,Balsa
  1.342,111,buy,974,[Q9]5PT5#6,Bean
  0.334,120,buy,951,[D8]4BM4#5,Balsa
  0.422,194,buy,945,[U7]0RB9#8,Elm
  0.791,153,buy,825,[B8]6OI1#6,Acacia
  0.716,188,buy,509,[U8]9DP0#4,Walnut
  1.027,158,sell,945,[Z5]3ZI5#7,Walnut
  1.733,63,buy,829,[V7]1AS4#8,Cherry
  1.539,105,buy,907,[H0]8JE6#9,Bean
  1.789,3,buy,443,[O7]7YZ3#7,Pear
  1.975,147,buy,774,[F9]7DJ3#9,Bean
  3.919,169,buy,848,[J1]9HA#9,Walnut
  2.154,61,buy,181,[W2]4VE0#1,Ebony
  0.106,23,buy,56,[W7]1LC2#8,Balsa
  8.044,102,buy,776,[D0]6BV3#3,Larch
  0.115,185,sell,941,[V0]0PE2#7,Poplar
  0.864,113,buy,966,[F4]2BD8Y7,Bean
  1.281,39,buy,950,M6]5HG9#8,Balsa
  2.192,6,buy,908,[B1]7WM2#2,Elm
  2.062,84,sell,966,[B3]9VN5#8,Elm
  2.952,167,sell,844,[L9]8EP2#1,Pear
  0.878,116,buy,920,[X9]9ZX8#0,Bean
  1.650,15,buy,807,QW5]6IB3#7,Hornbeam
  6.337,39,buy,498,[B2]5YD1#7,Hazel
  1.592,82,buy,840,[W0]4DK8#8,Hornbeam
  1.438,171,buy,742,[G8]1WT2#3,Larch
  4.342,152,buy,777,[W9]5BO3#5,Birch
  0.188,134,sell,773,[Z3]4MP4#7,Balsa
  7.742,54,buy,922,[U7]7BR8#9,Bean
  1.191,167,buy,934,[F5]0XL9#7,Cherry
  1.457,1,sell,381,[G9]1PH9#1,Birch
  2.070,168,buy,809,[W6]4LP7#1,Linden
  0.755,192,sell,953,[H1C1DR5#8,Apple
  2.628,172,buy,808,[Z0]0EV8#4,Holly
  1.211,173,buy,742,[S1]2BU8#8,Chestnut
  0.712,56,buy,791,[K3]5TR2#5,Walnut
  0.115,119,buy,869,[X~5]8ZY4#0,Hazel
  2.090,6,buy,802,[J6]8GJ9#5,Walnut
  1.282,167,buy,867,[E3]2QH4#5,Pear
  1.373,75,buy,751,[Lr]6XB1#8,Beech
  1.733,24,buy,827,[P5]4YK[#1,Ash
  1.848,111,buy,994,[P1]8BC6#7,Olive
  2.024,72,buy,884,[L3]1PI9#8,Pear
  0.891,17,buy,908,[A7]1TK6#0,Elm
  0.137,46,buy,960,[N8]4KX1#3,Bean
  1.493,161,sell,864,[G4]SK4#6,Fir
  1.960,160,buy,520,[T1]3KZ7#0,Hazel
  1.799,185,buy,966,[Z8]2FN8#5,Bohdi
  1.441,56,sell,881,[E3]4QR9#0,Apple
  0.407,138,sell,960,[J3]3TT7#3,Larch
  2.287,127,buy,768,[G2]6NH2#6,Spruce
  1.260,166,buy,4,[M4]3NL2#4,Acacia
  1.946,197,buy,394,[H6]9WD9#2,Spruce
  0.576,23,buy,890,[G2]4TZ2#1,Balsa
  2.749,44,buy,768,[W7]8EA5#7,Lemon
  0.289,112,sell,160,[E1]2NS6#8,Rowan
  0.185,110,buy,770,[Z0]8IF7#1,Acacia
  0.169,63,buy,920,[A3]7TX3#7,Acacia
  0.266,16,buy,804,[G7]1FM0#5,Hazel
  7.476,138,buy,763,[X5]4CV5#8,Cherry
  0.523,192,buy,762,[N3]1DK9#0,Elm
  2.484,94,buy,953,[T8]3GD8#0,Olive
  0.540,181,buy,193,[K0]3JQ3#3,Birch
  1.603,140,buy,872,[K6]7SA7#3,Bean
  1.673,2,buy,621,[X2]5XB1#2,Acacia
  1.930,41,buy,762,[B5]DYD9#7,Olive
  1.920,17,buy,929,f[W8]7AK4#5,Elm
  0.558,162,buy,962,[~8]6EL7#6,Ash
  0.469,109,buy,845,8P7]3HT4#5,Cherry
  2.015,120,buy,654,[A7]4IM9#4,Hazel
  0.704,174,buy,755,[P1]1BY8B5,Balsa
  9.787,139,buy,981,[F1]2WD4#1,Elm
  1.439,62,buy,890,eR9]1IT4#5,Spruce
  5.609,168,buy,762,[F4]5LZ7#4,Rowan
  0.212,146,sell,915,[W4]2H~2#5,Larch
  1.561,127,buy,880,[W6]2TW6#5,Cherry
  1.349,166,buy,934,[J4]0GV3#6,Elm
  7.118,182,buy,591,[C7]7SR9#6,Birch
  1.610,122,buy,825,[X6]2XR5#0,Yew
  0.831,129,sell,388,[G8]3KS1#6,Ebony
  0.457,148,buy,1005,[O9]0QZ2#9,Acacia
  2.139,96,sell,772,[X5]4Il0#9,Larch
  0.269,13,buy,447,[K5]81X0#9,Yew
  1.189,192,buy,779,[R1]1ZX7#0,Spruce
  1.904,197,buy,965,[Y5]6VM8#0,Hornbeam
  0.118,36,buy,787,[G1]6TY0#1,Chestnut
  0.270,68,buy,597,[R7]3VM4#4,Bohdi
  1.900,154,buy,879,bU0]6HN4#5,Birch
  0.122,135,buy,887,E0]6LA0#4,Spruce
  8.342,23,buy,903,[L2]8JH7#5,Birch
  0.781,151,sell,790,[9A5]3PN9#3,Balsa
  0.792,189,buy,923,7F2]7RR1#3,Birch
  1.030,176,buy,767,[V2]0LU4#8,Apple
  1.403,119,buy,985,[V0]4QH2#4,Acacia
  6.900,45,buy,901,[B1]3HT6#7,Spruce
  2.084,25,buy,886,[P6]3ZB2#6,Birch
  1.040,199,buy,820,[F5]9AX8#5,Ebony
  2.559,145,buy,86,[G]7JF5#7,Walnut
  1.083,189,buy,971,[C3]8YX3#7,Birch
  1.698,182,buy,928,[P5]9KD7#5,Holly
  1.485,122,buy,419,[X1]9MH5#2,Spruce
  0.252,9,buy,807,[T5]5Ya5#3,Acacia
  2.176,144,buy,839,[C3]6JK6#0,Bean
  1.224,197,buy,743,[O0]4YR1#5,Acer
  5.168,46,buy,885,[R5]0FH3#9,Rowan
  1.615,7,buy,978,[S6]5ZJ1#7,Yew
  5.019,63,buy,682,[L2]4<L3#6,Pear
  0.961,154,sell,21,[P5]9GA8#6,Hornbeam
  0.319,16,sell,961,[L3]6UR1#3,Beech
  1.423,1,buy,439,[F9h4YY1#6,Acacia
  0.721,76,buy,791,[D5]0AZ6#7,Cherry
  1.422,185,buy,886,[C6]2ZI0#3,Beech
  0.381,117,sell,230,[I0]2TJ0#6,Rowan
  3.180,123,buy,996,[F6]8GO5#0,Acacia
  0.131,151,buy,773,V7]4EJ3#0,Pear
  1.130,34,buy,970,[P5]6AY1#3,Pear
  1.960,192,buy,941,[J6]5QM8#0,Pear
  0.693,110,buy,404,[V8]6OB8#6,Lemon
  1.588,111,buy,866,[S4]3CL8#7,Acacia
  0.112,23,buy,80,[S4]2AE2#0,Rowan
  0.165,177,buy,921,[L7]5VT4#8,Olive
  0.803,67,buy,866,[N6]9AS4#0,Walnut
  1.564,128,sell,812,[V8]5WZ4#4,Birch
  5.233,118,sell,181,[J2]4KV7#6,Plane
  1.545,190,buy,866,[J4]0XN5#1,Holly
  1.198,120,buy,821,[F4]8SA0#3,Fir
  1.353,36,sell,962,[G8]80WY8#6,Larch
  1.959,29,sell,840,[N9]6SJ2#7,Larch
  1.015,193,buy,815,[T0]6IF6#9,Holly
  0.229,20,buy,480,[O5]1VL9#8,Walnut
  0.155,148,buy,760,[G0]2UV1#3,Hornbeam
  1.832,182,buy,839,[G9]8OX8#9,Rowan
  1.609,92,buy,488,[G1]9BW7#7,Holly
  1.052,93,buy,792,[F8]3SS1#2,Birch
  1.492,125,sell,300,[F3]2CS9#3,Chestnut
  0.403,42,sell,1002,[H2]NX4#3,Birch
  1.219,97,buy,906,[E5]6UZ8#5,Ebony
  6.127,22,buy,687,[U4]3WS5#1,Fir
  0.772,43,sell,863,JP9]5UM5#1,Acer
  0.331,152,buy,820,[J6]6BJ7h0,Elm
  1.919,159,buy,935,[D6]4TJ9#8,Olive
  1.664,106,buy,824,[V7]6QG9#1,Larch
  0.238,2,buy,827,[P4]9TN7#8,Cherry
  1.225,159,buy,256,[W2]1BE3#9,Balsa
  0.814,163,buy,333,[S6]PKJ2#7,Acer
  0.949,117,buy,993,[Z4M8AL6#2,Ebony
  1.215,164,sell,980,[I6]4CJ9#8,Apple
  1.439,75,sell,885,[G0]4GH9#1,Yew
  3.798,72,buy,806,[I9]4JI6#4,Acacia
  1.401,3,buy,941,[V2]6BY6#1,Lime
  1.471,70,buy,763,[51]5GV0#8,Hazel
  5.563,183,buy,980,[C1]0GO8#9,Ebony
  9.170,154,buy,749,[N0]4SX9#2,Walnut
  2.149,169,buy,778,[X4]6JK1#9,Holly
  0.103,161,buy,942,[N8k3NW9#5,Rowan
  6.058,170,buy,911,[G4]4BG7#7,Elm
  0.696,0,buy,76,[H1]2FF3#9,Fir
  1.481,128,buy,790,[H2]3SR7#6,Birch
  1.942,13,buy,571,[P3]3RV0#9,Chestnut
  0.568,66,buy,927,[T8]GB8#7,Ash
  0.734,25,buy,786,[X5]6OA0#4,Larch
  1.021,103,buy,837,[B0]5SF0#0,Spruce
  1.520,77,buy,853,[V3]1EO5#3,Oak
  1.894,7,buy,786,[F1]2VR8#6,Bean
  5.264,119,buy,881,[Y0]8UW2#8,Pear
  7.715,54,buy,765,[C5]4OW6#5,Birch
  2.150,46,buy,546,[D8]0SG0#9,Fir
  1.293,183,buy,986,[D9]6II2#8,Yew
  1.884,196,buy,906,[D8]7NF8#0,Walnut
  1.889,65,buy,958,[F5]9JB5#3,Acacia
  0.995,194,buy,824,[O7]7PE3#8,Chestnut
  1.601,175,buy,384,[H8]6QN6#0,Walnut
  1.440,138,buy,946,[V7]8HZ7v8,Bohdi
  0.346,149,sell,929,[P4]9ML6#0,Bean
  6.444,57,sell,797,[J2]6PC8#6,Bean
  0.918,154,buy,187,[R6]7LS7#3,Walnut
  1.770,158,buy,1001,[J4]2PP4#4,Bean
  5.827,199,buy,33,[Q5]6NW0#6,Bean
  1.511,151,buy,883,[I7]2TX5#3,Apple
  0.863,149,buy,647,[Y5]7UU4#5,Hazel
  1.721,138,buy,992,[O5]3HY7#8,Elm
  1.463,17,buy,845,[V3]1DR2#2,Walnut
  0.515,5,buy,811,[p1]0FU2#8,Bean
  1.840,135,buy,890,[Z4]0AL2#5,Birch
  1.843,196,buy,756,[T6]7EP6#3,Larch
  2.175,43,buy,973,[I4]8WE5#9,Birch
  0.240,59,sell,853,[Z4]8NF4#1,Pear
  0.901,195,buy,803,[Z4]1PQ6#6,Cherry
  0.424,160,buy,211,[G1]7EQ8#2,Cherry
  0.478,55,sell,791,[I0]5NR7#5,Ebony
  9.603,160,sell,930,[B3]2YK7#6,Oak
  1.461,41,buy,802,[V7]8IJ2#3,Fir
  1.337,40,buy,967,[H1]8HR5#0,Chestnut
  0.136,144,buy,849,[I0]9FN7#9,Lemon
  2.167,118,buy,237,[U2]5KI4#1,Spruce
  1.028,19,buy,923,[W1]4CK5#8,Larch
  0.674,171,buy,228,[J6]1SL5#5,Balsa
  6.909,190,buy,599,[Q3]4VI1#6,Acacia
  2.669,145,buy,662,[A6]6XX6#4,Lemon
  0.553,153,buy,57,[E6]8MZ2#2,Olive
  1.632,88,buy,989,[F7]3VX3#6,Elm
  1.183,124,buy,795,[F0]9BR5#7,Larch
  2.093,31,buy,447,[W4]4OE5#9,Larch
  0.372,80,buy,920,[N6]8KQ1#4,Elm
  1.475,121,buy,660,[D3]2BR1#6,Balsa
  0.765,142,sell,775,[N7]2FE4#7,Magnolia
  2.050,177,buy,197,[T7]4SU0#9,Bohdi
  1.103,65,sell,386,[>9]3MN7#2,Cherry
  0.271,77,sell,817,[B1]4UW0#3,Birch
  1.245,196,buy,608,[P7]6QO6#5,Chestnut
  0.413,167,buy,753,[J7]2QR1#0,Fir
  1.548,55,buy,885,[C7]8OS6#1,Ash
  0.274,131,buy,362,[B9]8AX0#9,Acacia
  2.216,65,sell,846,[A8]8KX4#0,Bean
  4.329,166,buy,752,[W0]9NB3#6,Rowan
  4.705,165,buy,819,[Y3]7DU7#7,Lemon
  0.156,86,sell,907,[X5]7YC4#7,Olive
  5.461,33,buy,122,[L6]9HL0#3,Fir
  0.380,71,buy,835,[W2]7AF7#8,Holly
  4.392,120,buy,644,[X3]7UV4#0,Chestnut
  3.756,183,sell,740,[H)]6ED2#4,Yew
  1.548,57,buy,777,[D1]1XW0#7,Acacia
  0.874,193,buy,820,[P4]1BA4#8,Walnut
  1.806,28,sell,816,[R1]4SM0#9,Larch
  1.978,184,buy,864,[II1]4HW2#4,Larch
  1.950,83,buy,790,[M4]5UB9#9,Ebony
  1.934,11,sell,892,[S3]1AG6#5,Holly
  0.698,22,buy,874,[3]9YZ5#1,Hazel
  0.190,25,buy,758,[Y2]9IJ2#9,Acer
  2.050,90,buy,936,[I4]8LY9#9,Balsa
  1.980,176,buy,987,[X4]4TB6#0,Larch
  2.077,4,sell,951,[B9]8AC5#3,Fir
  1.615,55,buy,800,[Q6]5WG3#7,Larch
  2.089,2,buy,948,[M2]4UO8#2,Olive
  2.536,189,buy,636,[C9]7HL8#9,Cherry
  9.532,167,buy,771,[W5]2KM3#6,Walnut
  1.102,164,buy,809,[R0]92I0#3,Larch
  0.105,72,buy,810,[V7]0XD1#1,Elm
  0.742,91,buy,852,[T0]0FR4}#2,Beech
  1.524,119,buy,835,[M0]4QN2#5,Acacia
  1.912,152,buy,952,[L8]4OV9#2,Birch
  2.210,172,buy,744,[H7]1HF6#8,Oak
  2.095,144,buy,975,[U8]9LI0#9,Olive
  0.736,172,buy,958,[P5]0PE6#5,Chestnut
  6.312,109,buy,807,[A1]3JW6#4,Bean
  4.290,12,sell,127,[B6]1HM0#0,Bean
  1.723,68,sell,936,[D3]9FQ0#8,Pear
  0.326,133,buy,791,[J0]9JO2#5,Apple
  1.899,139,buy,769,[Y2]9YL8#8,Hazel
  8.752,196,buy,790,[Lk]9BJ0#9,Bean
  0.478,124,buy,389,[Zq]2EK5#6,Cherry
  0.927,153,buy,977,[X4]1RC3#7,Bohdi
  1.758,189,buy,646,[G4]5AW7#9,Hornbeam
  0.289,191,buy,784,[P2]1WT6#8,Fir
  1.384,61,buy,756,[M5]6CC7#8,Ebony
  1.324,164,buy,97,[I4]3LF9#3,Hornbeam
  9.312,177,buy,903,[E8]9ZK1#1,Pear
  2.121,121,sell,559,[A8]5BG4#5,Ash
  1.132,40,buy,952,[E7]7BO3#1,Acacia
  1.251,161,buy,757,[N1]7BH9#9,Yew
  0.478,137,sell,792,[J6]3AW9#7,Larch
  1.459,191,sell,984,[Yj]1YO0#8,Holly
  2.118,171,buy,946,[S3]4IQ6#5,Bohdi
  1.437,180,buy,333,[P1]4LG1#4,Apple
  1.805,135,sell,831,[D7]0IU9#9,Elm
  0.144,18,buy,821,[T7]9LH1#1,Hazel
  0.110,11,buy,790,[F%]1PY8#3,Bohdi
  0.893,63,buy,906,[G5]4LC4#2,Bean
  1.126,150,buy,830,[Q4]1OA3#4,Acacia
  2.057,160,sell,353,[B0]8WC2#6,Hazel
  2.214,124,sell,287,[O8]9CJ5#5,Fir
  6.378,158,buy,978,[M4]1XH6#5,Acacia
  1.289,181,buy,19,[E9]5HY8#6,Hazel
  1.512,65,buy,915,[K9]0NS1#2,Hornbeam
  0.422,140,buy,921,[N9]5WL1#5,Fir
  0.852,26,buy,773,[T0]2NT0#7,Birch
  0.125,150,buy,174,[A5]3QH1#5,Larch
  2.131,88,buy,846,[T3]1ZW4#2,Cherry
  0.204,121,buy,527,[F7]!7FK7#7,Walnut
  0.846,29,buy,935,[Y7]2AH3#9,Bean
  0.812,19,buy,627,[O7]9GP3#7,Hazel
  0.203,186,buy,852,[Q7]2NF7#7,Fir
  8.708,143,buy,782,[V0]5YN0#8,Larch
  1.414,171,buy,811,dG8]1KF6#8,Bean
  1.233,151,buy,928,[E0]9CP2#4,Hazel
  0.343,193,buy,868,[T8]8EG7#6,Rowan
  1.362,60,buy,981,[I5]5YL9#8,Rowan
  4.776,81,buy,192,[L[2]2CI8#5,Hazel
  2.269,86,buy,592,[J0]7DM1#6,Ebony
  1.254,190,sell,796,[B3]8MD7#0,Olive
  0.349,106,buy,788,[H7]4KD0#4,Walnut
  1.260,59,buy,77,[J4]7KH4#8,Spruce
  0.992,133,buy,837,[F1]2MM1#0,Hornbeam
  0.686,3,buy,997,[H5]5YC6#1,Hazel
  9.697,40,buy,867,[D2]4WK6#5,Ebony
  0.861,15,sell,876,[A7]6IH5#1,Beech
  1.356,172,buy,960,[E0]87Q6#4,Elm
  0.799,190,buy,803,[H9]0NZ1#9,Beech
  1.590,115,buy,886,[O9]7LI5#3,Birch
  4.613,32,buy,770,[H1]6OV9#3,Acacia
  3.477,32,buy,797,[P8]6YD1#2,Bohdi
  0.243,123,buy,152,[Q5]1AC8#2,Acacia
  0.116,124,buy,513,[P5]2ZK0#9,Lime
  1.747,124,buy,968,[W6]1FO9#7,Balsa
  0.173,167,buy,759,[S4]3PD9#2,Ash
  0.900,123,buy,308,[K9]3XP6#5,Fir
  6.516,73,buy,882,[Z5]0WH0#1,Ash
  2.209,154,buy,464,[Y3]3LG2#7,Balsa
  1.841,43,buy,753,[K0]3AJ0#5,Holly
  1.895,48,sell,895,[A4]7KO1#8,Pear
  0.770,83,sell,231,[D9]9KK7#7,Beech
  6.595,52,buy,990,[Z3]5BF2#1,Acacia
  2.583,76,buy,837,[Z7]MCA5#5,Ebony
  3.076,57,buy,769,[N8]0XX8#4,Elm
  0.945,147,buy,795,[Z2]9NP0#6,Fir
  1.872,115,buy,908,[L1]0DG0#0,Walnut
  1.495,159,buy,223,[E1]5RX7#9,Larch
  0.982,175,buy,259,[B4]1IV6#5,Spruce
  1.100,126,buy,163,[V8]2LO3#0,Spruce
  0.526,138,sell,902,[Q0]5LN4#5,Ebony
  1.871,196,buy,952,[Z1]1PD3#2,Ash
  1.735,116,sell,845,[W4]3RC4#2,Balsa
  1.964,42,buy,864,[M0]77G3#9,Larch
  2.218,144,buy,828,[G8]0SK7#3,Apple
  5.415,95,buy,892,[N6]5KQ5#2,Balsa
  5.232,199,buy,991,[Q9]7OR1#4,Elm
  7.626,56,buy,998,[C2]6NB9#0,Fir
  6.254,39,buy,988,[W0]8EU5#6,Bean
  1.502,155,buy,774,[Z1]9EE4#7,Bean
  0.580,15,sell,854,[1]7JJ2#0,Bean
  0.865,112,buy,770,[C5]2HA9#4,Rowan
  0.368,76,buy,901,[D5]9ZG2#4,Acacia
  0.462,165,buy,955,[w9]1TO6#7,Pear
  0.931,186,buy,846,[Q9e2QQ0#5,Ash
  1.631,77,buy,672,[H9]0YL0#0,Bean
  0.188,133,buy,795,[X1]4TA2#0,Balsa
  1.532,131,buy,925,[K2]2KF8#7,Pear
  0.167,175,buy,439,[D4]3G6#4,Larch
  6.121,86,buy,843,[U4]3KN5#2,Larch
  9.136,152,buy,806,[M2]KUQ9#0,Ash
  1.947,141,buy,957,[M8]4WY9#8,Bean
  1.528,102,buy,746,[W5]4XP5#0,Fir
  2.205,150,buy,892,[I0~]6JX5#0,Hazel
  3.738,87,buy,931,[P7]3NS+#0,Ash
  0.385,57,buy,837,[R0]1BM4#4,Olive
  1.126,15,buy,923,[Z7]2YC0#5,Olive
  1.554,59,buy,784,[V6]5RY6G#9,Pear
  2.769,180,buy,897,[G3]5CC7#9,Balsa
  9.441,158,buy,954,[V0]4IK0#5,Hazel
  0.971,137,sell,927,[5]0WS7#4,Walnut
  0.635,165,buy,996,[B0]5LW6#3,Bean
  2.901,56,sell,298,[B1]3JK8#9,Oak
  0.716,23,buy,903,[E8]9QI0#8,Larch
  0.159,97,sell,953,[K6]9MQ9#2,Hazel
  5.412,131,buy,973,[W8]1DB6#1,Oak
  0.189,173,buy,631,[H2]1FG1#6,Lemon
  4.357,9,buy,953,[F7]2WT4#7,Spruce
  0.608,100,buy,779,[K7]0HH4#6,Ebony
  2.075,198,buy,858,[X0]9GG6#6,Walnut
  0.676,123,sell,854,[S9]0RR7#5,Birch
  1.976,163,buy,387,[H0]6OT4#4,Ebony
  1.852,0,sell,768,[J0]8RB9#8,Oak
  1.690,151,buy,821,[D4]9FW5#5,Chestnut
  1.015,158,sell,336,[C1]2XM2#7,Acacia
  0.814,124,buy,807,[U7]2FA1#4,Oak
  1.492,150,sell,992,[J40RY9#4,Walnut
  0.390,34,sell,912,[F7]8AR6#8,Larch
  0.868,43,buy,823,[T2]7UF9#0,Hazel
  2.941,66,buy,779,[F1]8ZB8#8,Lemon
  0.425,119,buy,933,[B3]8BU0#8,Holly
  0.825,21,buy,796,[Z8]0CP0#0,Pear
  1.498,131,buy,123,[G3]1MD4#5,Bean
  9.952,87,buy,607,[W8]5XW0#8,Bean
  1.201,141,buy,940,[S9]4BU6#8,Lemon
  1.035,131,buy,499,[T4]6VE6#2,Walnut
  0.660,188,buy,804,[Z3]8JF5#6,Ebony
  1.069,185,buy,852,[I7]1UO7#8,Ebony
  0.874,149,buy,961,[L9]9LO7k#1,Beech
  1.444,136,buy,888,0B4]9YZ2#1,Oak
  0.329,39,buy,511,[N2]8IF9#7,Larch
  0.220,112,sell,872,[G3]dTU7#5,Oak
  0.701,60,sell,930,[V5]5WW9#9,Cherry
  1.183,143,buy,829,[V9]5LE5#5,Olive
  1.915,140,buy,809,[T8]4TR4#8,Balsa
  2.652,113,buy,916,[Y4]8MJ1#7,Balsa
  2.110,118,sell,857,[Y5]3GF7#1,Lime
  0.868,24,buy,848,[X1]4P6#9,Hazel
  3.209,5,sell,876,[B6]2Xi3#3,Ebony
  2.119,141,sell,357,[D1]7FI7#3,Yew
  2.200,191,buy,793,[F0]2BT0#4,Beech
  1.315,84,buy,208,[Q4]7KX282,Ash
  0.834,64,buy,915,[J8]8BT9#1,Ebony
  0.955,141,buy,833,[B1]7TP8#4,Pear
  1.627,172,buy,126,[I8]0OL0#2,Birch
  1.554,30,buy,35,[Z6]5AN4#2,Rowan
  0.274,18,buy,291,[T5]4XE4#0,Hornbeam
  3.585,134,buy,882,[K5]6LA1#2,Balsa
  0.429,158,buy,910,[X2]7EO2#4,Hazel
  2.019,73,buy,760,[G9]4VM3#0,Walnut
  2.973,177,buy,956,[V3]3SR3#4,Elm
  0.787,13,buy,756,[S1]4UH3#5,Larch
  8.136,37,buy,971,[R8]0LJ8#7,Olive
  0.744,127,sell,971,[E3]5DO8#6,Beech
  1.098,34,buy,965,[P5]6NR8#2,Bohdi
  2.674,49,buy,871,[Z4]1FO9#0,Birch
  7.685,160,buy,782,[L9]3VX4#1,Acacia
  2.137,117,sell,317,[R3]z0QZ4#4,Hazel
  0.460,67,buy,760,[N10]5BS9#5,Spruce
  1.609,104,buy,805,[F5]8VV6#4,Walnut
  2.010,43,buy,953,[H1]8MX5#2,Cherry
  1.757,3,buy,865,[Z1]8XR7x2,Oak
  1.405,194,buy,435,[J1]2SE4#4,Balsa
  2.021,167,buy,939,[N4]9XI9#6,Fir
  1.207,127,sell,27,[W7]1OL0#3,Bean
  1.800,143,buy,694,[U8]2TH6#2,Walnut
  1.832,78,buy,744,[F1]6AL1#1,Hazel
  1.029,31,buy,855,[I9]8UD8#4,Ebony
  4.938,5,buy,410,[T3]6CT2#8,Bohdi
  9.635,123,buy,951,[R8]3LZ3#1,Oak
  1.967,64,buy,209,[V3]3FS6#2,Lemon
  1.983,131,sell,153,[K6]4NG5#6,Holly
  9.011,157,buy,819,[H8]4QQ1#3,Birch
  1.882,55,buy,873,[X6]5WE0#5,Larch
  1.641,28,buy,984,[L7]9LY2#7,Elm
  1.068,158,buy,965,[Y2]6QO5#8,Linden
  0.608,197,buy,112,[L2]0XJ2#4,Chestnut
  1.414,125,buy,476,[B0]4JR8#2,Larch
  3.599,0,buy,989,[V9]5DZ2#9,Rowan
  1.158,194,buy,261,[V7]6WG8#5,Cherry
  2.100,12,buy,814,[K3]8ZZ1#1,Linden
  2.015,186,buy,979,[X6]2PF1#6,Beech
  2.052,73,buy,327,[I6]3DW7#7,Balsa
  0.110,134,buy,747,[I2]3XW2#8,Holly
  1.948,67,buy,878,[X1]3AD0#7,Balsa
  1.505,108,buy,977,[1]2EF2#1,Holly
  9.489,184,sell,817,4[F2]7SQ8#3,Cherry
  1.390,65,buy,514,[P9]4LM0#6,Bean
  1.437,127,buy,907,[Z9]7F3#3,Hornbeam
  1.041,99,buy,1003,[I9]8EX1#5,Larch
  1.781,105,buy,804,[W3]9HR4#5,Holly
  2.183,118,buy,857,[J1]5OR0#9,Bohdi
  1.311,28,buy,894,[U2]9EN8#2,Oak
  3.416,118,buy,997,[B5]0FP5#8,Beech
  1.903,141,buy,806,[B1]4BL6#9,Holly
  1.910,175,buy,951,[R2]2BR1#4,Acacia
  9.413,116,buy,991,[E8]7WX5#1,Elm
  0.377,71,buy,792,[P8]4EH5#1,Spruce
  1.259,185,sell,970,[D1]0KW9#9,Walnut
